sample_accession,sample_description,tax_id,age,altitude,assembly_quality,assembly_software,binning_software,bio_material,broad_scale_environmental_context,broker_name,cell_line,cell_type,center_name,checklist,collected_by,collection_date,collection_date_end,collection_date_start,completeness_score,contamination_score,country,cultivar,culture_collection,datahub,depth,description,dev_stage,disease,ecotype,elevation,environment_biome,environment_feature,environment_material,environmental_medium,environmental_sample,experimental_factor,first_public,germline,host,host_body_site,host_genotype,host_gravidity,host_growth_conditions,host_phenotype,host_scientific_name,host_sex,host_status,host_tax_id,identified_by,investigation_type,isolate,isolation_source,keywords,last_updated,lat,local_environmental_context,location,location_end,location_start,lon,marine_region,mating_type,ncbi_reporting_standard,ph,project_name,protocol_label,related_sample_accession,salinity,sample_alias,sample_capture_status,sample_collection,sample_material,sample_title,sampling_campaign,sampling_platform,sampling_site,scientific_name,secondary_sample_accession,sequencing_method,serotype,serovar,sex,specimen_voucher,status,strain,study_accession,sub_species,sub_strain,submission_accession,submission_tool,submitted_host_sex,tag,target_gene,tax_lineage,taxonomic_classification,taxonomic_identity_marker,temperature,tissue_lib,tissue_type,variety
SAMEA7725608,sick,28930,,,,,,,,,,,Senckenber Biodiversity and Climate Research Centre Frankfurt,ERC000011,,,,,,,,,,,,sick,,,,,,,,,,,2021-02-10,,,,,,,,,,,,,,,,,2020-12-16,,,,,,,,,,,,,,,PF_112,,,,PF_112,,,,Fagus sylvatica,ERS5472983,,,,,,public,,PRJEB41889,,,ERA3199710,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA7725609,healthy,28930,,,,,,,,,,,Senckenber Biodiversity and Climate Research Centre Frankfurt,ERC000011,,,,,,,,,,,,healthy,,,,,,,,,,,2021-02-10,,,,,,,,,,,,,,,,,2020-12-16,,,,,,,,,,,,,,,PF_113,,,,PF_113,,,,Fagus sylvatica,ERS5472984,,,,,,public,,PRJEB41889,,,ERA3199710,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA7725613,healthy,28930,,,,,,,,,,,Senckenber Biodiversity and Climate Research Centre Frankfurt,ERC000011,,,,,,,,,,,,healthy,,,,,,,,,,,2021-02-10,,,,,,,,,,,,,,,,,2020-12-16,,,,,,,,,,,,,,,PF_121,,,,PF_121,,,,Fagus sylvatica,ERS5472988,,,,,,public,,PRJEB41889,,,ERA3199710,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA9143947,49dd557c-632b-4d5c-8650-92ab24af08cc-dtol,28930,,,,,,,,COPO,,,EarlhamInstitute,ERC000053,MAARTEN J. M. CHRISTENHUSZ,2021-05-05,2021-05-05,2021-05-04,,,United Kingdom,,,,,49dd557c-632b-4d5c-8650-92ab24af08cc-dtol,,,,175.0,,,,,,,2021-06-08,,,,,,,,,,,,MAARTEN J. M. CHRISTENHUSZ,,,,,2021-06-08,51.7718,,51.7718 N 1.3376 W,51.7718 N 1.3376 W,51.7718 N 1.3376 W,-1.3376,,,,,DTOL,,SAMEA9143085:derived_from,,60acddefae4f4b00016da332,,,,49dd557c-632b-4d5c-8650-92ab24af08cc-dtol,,,,Fagus sylvatica,ERS6868709,,,,,MC9171,public,,,,,ERA4690903,,,env_geo;env_geo:terrestrial,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMN00000759,"ESTS derived from tissues from mature tree #1506 at USFS, Delaware, OH. Tree had Beech Park Disease. A mixture of tissues representing the whole plant was combined.",60423,,,,,,,,NCBI,,,Clemson University Genomics Institute,,,,,,,,,,,,,"ESTS derived from tissues from mature tree #1506 at USFS, Delaware, OH. Tree had Beech Park Disease. A mixture of tissues representing the whole plant was combined.",,,,,,,,,,,2008-10-23,,,,,,,,,,,,,,,,,2013-06-11,,,,,,,,,Generic,,,,,,American beech whole plant 2,,,,Generic sample from Fagus grandifolia,,,,Fagus grandifolia,SRS001220,,,,,,public,,,,,SRA003597,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;60423,,,,,,
SAMN00168306,Fagus crenata inner bark,28929,,,,,,,,,,,Forestry and Forest Products Research Institute,,,,,,,,,,,,,Fagus crenata inner bark,,,,,,,,,,,2009-10-21,,,,,,,,,,,,,,,,,2015-05-19,,,,,,,,,Generic,,,,,,SAMN00168306,,,,Fagus crenata inner bark,,,,Fagus crenata,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28929,,,,,inner bark,
SAMN00168309,Fagus crenata inner bark cDNA library,28929,,,,,,,,,,,Forestry and Forest Products Research Institute,,,,,,,,,,,,,Fagus crenata inner bark cDNA library,adult,,,,,,,,,,2009-10-22,,,,,,,,,,,,,,,,,2017-10-10,,,,,,,,,Generic,,,,,,SAMN00168309,,,,Fagus crenata inner bark cDNA library,,,,Fagus crenata,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28929,,,,,inner bark,
SAMN00169536,SSH1P2,28930,,,,,,,,,,,Helmholtz Zentrum munich,,,,,,,,,,,,,SSH1P2,,,,,,,,,,,2010-07-05,,,,,,,,,,,,,,,,,2015-05-19,,,,,,,,,Generic,,,,,,SAMN00169536,,,,SSH1P2,,,,Fagus sylvatica,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leave,
SAMN00169540,SSH1P5,28930,,,,,,,,,,,Helmholtz Zentrum munich,,,,,,,,,,,,,SSH1P5,,,,,,,,,,,2010-07-05,,,,,,,,,,,,,,,,,2015-05-19,,,,,,,,,Generic,,,,,,SAMN00169540,,,,SSH1P5,,,,Fagus sylvatica,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leave,
SAMN00169542,SSH1P7,28930,,,,,,,,,,,Helmholtz Zentrum munich,,,,,,,,,,,,,SSH1P7,,,,,,,,,,,2010-07-05,,,,,,,,,,,,,,,,,2015-05-19,,,,,,,,,Generic,,,,,,SAMN00169542,,,,SSH1P7,,,,Fagus sylvatica,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leave,
SAMN00169545,SSH2P4,28930,,,,,,,,,,,Helmholtz Zentrum munich,,,,,,,,,,,,,SSH2P4,,,,,,,,,,,2010-07-05,,,,,,,,,,,,,,,,,2015-05-19,,,,,,,,,Generic,,,,,,SAMN00169545,,,,SSH2P4,,,,Fagus sylvatica,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leave,
SAMN09208226,"This library is from summer bark, taken from a three year old tree. The tree was purchased from a local tree nursery (Selders, Haan, Germany).",28930,,,,,,,,,,,University of Wuppertal,,,,,,,,,,,,,"This library is from summer bark, taken from a three year old tree. The tree was purchased from a local tree nursery (Selders, Haan, Germany).",,,,,,,,,,,2018-05-13,,,,,,,,,,,,,,,,,2018-05-13,,,,,,,,,Generic,,,,,,SAMN09208226,,,,Fagus sylvatica sucrose transporter Library,,,,Fagus sylvatica,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,bark,
SAMN30128037,Plant sample from Fagus grandifolia,60423,,,,,,,,NCBI,,,University of Connecticut,,,2017-10-13/2017-10-15,2017-10-15,2017-10-12,,,USA: New Hampshire,,,,,Plant sample from Fagus grandifolia,sapling,,,,,,,,,,2022-08-02,,,,,,,,,,,,,,Located in Hubbard Brook Experimental Forest,,,2022-08-03,43.987475,,43.987475 N 71.74856833 W,43.987475 N 71.74856833 W,43.987475 N 71.74856833 W,-71.74856833,,,Plant,,,,,,FaFgAl1,,,,Plant sample from Fagus grandifolia,,,,Fagus grandifolia,SRS14437731,,,,,,public,,PRJNA751902,,,SRA1468393,,,env_geo;env_geo:terrestrial,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;60423,,,,,stem,
SAMN30128041,Plant sample from Fagus grandifolia,60423,,,,,,,,NCBI,,,University of Connecticut,,,2017-10-13/2017-10-15,2017-10-15,2017-10-12,,,USA: New Hampshire,,,,,Plant sample from Fagus grandifolia,sapling,,,,,,,,,,2022-08-02,,,,,,,,,,,,,,Located in Hubbard Brook Experimental Forest,,,2022-08-03,43.95189333,,43.95189333 N 71.77865499 W,43.95189333 N 71.77865499 W,43.95189333 N 71.77865499 W,-71.77865499,,,Plant,,,,,,FaFgCa2,,,,Plant sample from Fagus grandifolia,,,,Fagus grandifolia,SRS14437742,,,,,,public,,PRJNA751902,,,SRA1468393,,,env_geo;env_geo:terrestrial,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;60423,,,,,stem,
SAMN30128043,Plant sample from Fagus grandifolia,60423,,,,,,,,NCBI,,,University of Connecticut,,,2017-10-13/2017-10-15,2017-10-15,2017-10-12,,,USA: New Hampshire,,,,,Plant sample from Fagus grandifolia,sapling,,,,,,,,,,2022-08-02,,,,,,,,,,,,,,Located in Hubbard Brook Experimental Forest,,,2022-08-03,43.95971833,,43.95971833 N 71.757735 W,43.95971833 N 71.757735 W,43.95971833 N 71.757735 W,-71.757735,,,Plant,,,,,,FaFgCo1,,,,Plant sample from Fagus grandifolia,,,,Fagus grandifolia,SRS14437744,,,,,,public,,PRJNA751902,,,SRA1468393,,,env_geo;env_geo:terrestrial,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;60423,,,,,stem,
SAMN30128045,Plant sample from Fagus grandifolia,60423,,,,,,,,NCBI,,,University of Connecticut,,,2017-10-13/2017-10-15,2017-10-15,2017-10-12,,,USA: New Hampshire,,,,,Plant sample from Fagus grandifolia,sapling,,,,,,,,,,2022-08-02,,,,,,,,,,,,,,Located in Hubbard Brook Experimental Forest,,,2022-08-03,43.95573666,,43.95573666 N 71.77841166 W,43.95573666 N 71.77841166 W,43.95573666 N 71.77841166 W,-71.77841166,,,Plant,,,,,,FaFgCo3,,,,Plant sample from Fagus grandifolia,,,,Fagus grandifolia,SRS14437746,,,,,,public,,PRJNA751902,,,SRA1468393,,,env_geo;env_geo:terrestrial,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;60423,,,,,stem,
SAMN30128047,Plant sample from Fagus grandifolia,60423,,,,,,,,NCBI,,,University of Connecticut,,,2018-05-13/2018-05-18,2018-05-18,2018-05-12,,,USA: New Hampshire,,,,,Plant sample from Fagus grandifolia,sapling,,,,,,,,,,2022-08-02,,,,,,,,,,,,,,Located in Hubbard Brook Experimental Forest,,,2022-08-03,43.95547666,,43.95547666 N 71.76467833 W,43.95547666 N 71.76467833 W,43.95547666 N 71.76467833 W,-71.76467833,,,Plant,,,,,,SpFgAl2,,,,Plant sample from Fagus grandifolia,,,,Fagus grandifolia,SRS14437733,,,,,,public,,PRJNA751902,,,SRA1468393,,,env_geo;env_geo:terrestrial,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;60423,,,,,stem,
SAMN30128048,Plant sample from Fagus grandifolia,60423,,,,,,,,NCBI,,,University of Connecticut,,,2018-05-13/2018-05-18,2018-05-18,2018-05-12,,,USA: New Hampshire,,,,,Plant sample from Fagus grandifolia,sapling,,,,,,,,,,2022-08-02,,,,,,,,,,,,,,Located in Hubbard Brook Experimental Forest,,,2022-08-03,43.93977666,,43.93977666 N 71.75951666 W,43.93977666 N 71.75951666 W,43.93977666 N 71.75951666 W,-71.75951666,,,Plant,,,,,,SpFgCa1,,,,Plant sample from Fagus grandifolia,,,,Fagus grandifolia,SRS14437734,,,,,,public,,PRJNA751902,,,SRA1468393,,,env_geo;env_geo:terrestrial,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;60423,,,,,stem,
SAMN30128052,Plant sample from Fagus grandifolia,60423,,,,,,,,NCBI,,,University of Connecticut,,,2018-05-13/2018-05-18,2018-05-18,2018-05-12,,,USA: New Hampshire,,,,,Plant sample from Fagus grandifolia,sapling,,,,,,,,,,2022-08-02,,,,,,,,,,,,,,Located in Hubbard Brook Experimental Forest,,,2022-08-03,43.988145,,43.988145 N 71.74650333 W,43.988145 N 71.74650333 W,43.988145 N 71.74650333 W,-71.74650333,,,Plant,,,,,,SpFgCo2,,,,Plant sample from Fagus grandifolia,,,,Fagus grandifolia,SRS14437738,,,,,,public,,PRJNA751902,,,SRA1468393,,,env_geo;env_geo:terrestrial,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;60423,,,,,stem,
SAMN31434555,Plant sample from Fagus sylvatica,28930,adult tree,,,,,,,NCBI,,,Institute for Sustainable Plant Protection,,,,,,,,"Italy: Apennines, Maresca",,,,,Plant sample from Fagus sylvatica,,,,,,,,,,,2023-10-09,,,,,,,,,,,,,,ita4,,,2023-10-09,,,,,,,,,Plant,,,,,,APE4,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS15533772,,,,,,public,,PRJNA893871,,,SRA1526574,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaves,
SAMN31434557,Plant sample from Fagus sylvatica,28930,adult tree,,,,,,,NCBI,,,Institute for Sustainable Plant Protection,,,,,,,,"Italy: Alps, Cembra",,,,,Plant sample from Fagus sylvatica,,,,,,,,,,,2023-10-09,,,,,,,,,,,,,,ita6,,,2023-10-09,,,,,,,,,Plant,,,,,,ALP1,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS15533774,,,,,,public,,PRJNA893871,,,SRA1526574,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaves,
SAMN31434559,Plant sample from Fagus sylvatica,28930,adult tree,,,,,,,NCBI,,,Institute for Sustainable Plant Protection,,,,,,,,"Italy: Alps, Cembra",,,,,Plant sample from Fagus sylvatica,,,,,,,,,,,2023-10-09,,,,,,,,,,,,,,ita8,,,2023-10-09,,,,,,,,,Plant,,,,,,ALP3,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS15533776,,,,,,public,,PRJNA893871,,,SRA1526574,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaves,
SAMN31434560,Plant sample from Fagus sylvatica,28930,adult tree,,,,,,,NCBI,,,Institute for Sustainable Plant Protection,,,,,,,,"Italy: Alps, Cembra",,,,,Plant sample from Fagus sylvatica,,,,,,,,,,,2023-10-09,,,,,,,,,,,,,,ita9,,,2023-10-09,,,,,,,,,Plant,,,,,,ALP4,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS15533777,,,,,,public,,PRJNA893871,,,SRA1526574,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaves,
SAMN37475797,2 individuals from a single population,196626,missing,,,,,,,NCBI,,,University of Tuscia,,,2021-09,2021-09-30,2021-08-31,,,Georgia: (Borjomi),missing,,,,2 individuals from a single population,missing,,missing,,,,,,,,2023-09-19,,,,,,,,,,,,,,missing,,,2023-09-19,,,,,,,,,Plant,,,,,,Tube 03,,,,Pure species,,,,Fagus orientalis,SRS18935072,,,,,,public,,PRJNA1019259,,,SRA1716395,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;196626,,,,,leaves,
SAMN00167328,cDNA used for library prepared from healthy mature tree by random hexamer priming of mRNA,60423,,,,,,,,,,,Penn State University,,,,,,,,,,,,,cDNA used for library prepared from healthy mature tree by random hexamer priming of mRNA,,,,,,,,,,,2009-03-03,,,,,,,,,,,,,,,,,2015-05-19,,,,,,,,,Generic,,,,,,SAMN00167328,,,,American beech multiple tissues,,,,Fagus grandifolia,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;60423,,,,,pooled sample from multiple tissues,
SAMN00754203,cDNA were generated using total RNA extracted from old leaves. RNA samples were obtained from 3 genotypes.,28930,,,,,,,,NCBI,,,INRA,,,,,,,,,,,,,cDNA were generated using total RNA extracted from old leaves. RNA samples were obtained from 3 genotypes.,,,,,,,,,,,2011-11-15,,,,,,,,,,,,,,,,,2013-06-11,,,,,,,,,Generic,,,,,,Fagus OL,,,,Fagus OL,,,,Fagus sylvatica,SRS270824,,,,,,public,,PRJNA80187,,,SRA048074,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMN00754204,cDNA were generated using total RNA extracted from differentiating xylem. RNA samples were obtained from 3 genotypes.,28930,,,,,,,,NCBI,,,INRA,,,,,,,,,,,,,cDNA were generated using total RNA extracted from differentiating xylem. RNA samples were obtained from 3 genotypes.,,,,,,,,,,,2011-11-15,,,,,,,,,,,,,,,,,2013-06-11,,,,,,,,,Generic,,,,,,Fagus DX,,,,Fagus DX,,,,Fagus sylvatica,SRS270825,,,,,,public,,PRJNA80187,,,SRA048074,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA112896186,"Protocols: Per plant: harvest of fine roots (< 2mm diameter) in the field, froozen in liquid nitrogen and transport to the lab on dry ice. Storage at -80°C until RNA extraction environmental samples Total RNA was extracted using the protocol of Chang S, Puryear J, Cairney J (1993, A simple and efficient method for isolating RNA from pine trees. Plant Mol Biol Rep 11:113–116). The RNA of four samples was pooled. The cDNA libraries were prepared using NEBNext Ultra RNA Library Prep Kit for Illumina (New England BioLabs, Frankfurt am Main, Germany) according to the manufactorer´s protocol",28930,,,,,,,,ArrayExpress,,,"Forest Botany and Tree Physiology, University of Geottingen",ERC000011,,,,,,,,,,dcc_arrayexpress,,"Protocols: Per plant: harvest of fine roots (< 2mm diameter) in the field, froozen in liquid nitrogen and transport to the lab on dry ice. Storage at -80°C until RNA extraction environmental samples Total RNA was extracted using the protocol of Chang S, Puryear J, Cairney J (1993, A simple and efficient method for isolating RNA from pine trees. Plant Mol Biol Rep 11:113–116). The RNA of four samples was pooled. The cDNA libraries were prepared using NEBNext Ultra RNA Library Prep Kit for Illumina (New England BioLabs, Frankfurt am Main, Germany) according to the manufactorer´s protocol",,,Schorfheide,,,,,,,,2023-04-21,,,,,,,,,,,,,,,,,2023-04-21,,,,,,,,,,,,,,,E-MTAB-12854:S10_S2,,,,S10_S2,,,AEW05,Fagus sylvatica,ERS14902325,,,,,,public,,PRJEB61297,,,ERA21824932,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA112896188,"Protocols: Per plant: harvest of fine roots (< 2mm diameter) in the field, froozen in liquid nitrogen and transport to the lab on dry ice. Storage at -80°C until RNA extraction environmental samples Total RNA was extracted using the protocol of Chang S, Puryear J, Cairney J (1993, A simple and efficient method for isolating RNA from pine trees. Plant Mol Biol Rep 11:113–116). The RNA of four samples was pooled. The cDNA libraries were prepared using NEBNext Ultra RNA Library Prep Kit for Illumina (New England BioLabs, Frankfurt am Main, Germany) according to the manufactorer´s protocol",28930,,,,,,,,ArrayExpress,,,"Forest Botany and Tree Physiology, University of Geottingen",ERC000011,,,,,,,,,,dcc_arrayexpress,,"Protocols: Per plant: harvest of fine roots (< 2mm diameter) in the field, froozen in liquid nitrogen and transport to the lab on dry ice. Storage at -80°C until RNA extraction environmental samples Total RNA was extracted using the protocol of Chang S, Puryear J, Cairney J (1993, A simple and efficient method for isolating RNA from pine trees. Plant Mol Biol Rep 11:113–116). The RNA of four samples was pooled. The cDNA libraries were prepared using NEBNext Ultra RNA Library Prep Kit for Illumina (New England BioLabs, Frankfurt am Main, Germany) according to the manufactorer´s protocol",,,Schorfheide,,,,,,,,2023-04-21,,,,,,,,,,,,,,,,,2023-04-21,,,,,,,,,,,,,,,E-MTAB-12854:S13_S4,,,,S13_S4,,,AEW39,Fagus sylvatica,ERS14902327,,,,,,public,,PRJEB61297,,,ERA21824932,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA112896189,"Protocols: Per plant: harvest of fine roots (< 2mm diameter) in the field, froozen in liquid nitrogen and transport to the lab on dry ice. Storage at -80°C until RNA extraction environmental samples Total RNA was extracted using the protocol of Chang S, Puryear J, Cairney J (1993, A simple and efficient method for isolating RNA from pine trees. Plant Mol Biol Rep 11:113–116). The RNA of four samples was pooled. The cDNA libraries were prepared using NEBNext Ultra RNA Library Prep Kit for Illumina (New England BioLabs, Frankfurt am Main, Germany) according to the manufactorer´s protocol",28930,,,,,,,,ArrayExpress,,,"Forest Botany and Tree Physiology, University of Geottingen",ERC000011,,,,,,,,,,dcc_arrayexpress,,"Protocols: Per plant: harvest of fine roots (< 2mm diameter) in the field, froozen in liquid nitrogen and transport to the lab on dry ice. Storage at -80°C until RNA extraction environmental samples Total RNA was extracted using the protocol of Chang S, Puryear J, Cairney J (1993, A simple and efficient method for isolating RNA from pine trees. Plant Mol Biol Rep 11:113–116). The RNA of four samples was pooled. The cDNA libraries were prepared using NEBNext Ultra RNA Library Prep Kit for Illumina (New England BioLabs, Frankfurt am Main, Germany) according to the manufactorer´s protocol",,,Schorfheide,,,,,,,,2023-04-21,,,,,,,,,,,,,,,,,2023-04-21,,,,,,,,,,,,,,,E-MTAB-12854:S14_S5,,,,S14_S5,,,AEW42,Fagus sylvatica,ERS14902328,,,,,,public,,PRJEB61297,,,ERA21824932,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA112896191,"Protocols: Per plant: harvest of fine roots (< 2mm diameter) in the field, froozen in liquid nitrogen and transport to the lab on dry ice. Storage at -80°C until RNA extraction environmental samples Total RNA was extracted using the protocol of Chang S, Puryear J, Cairney J (1993, A simple and efficient method for isolating RNA from pine trees. Plant Mol Biol Rep 11:113–116). The RNA of four samples was pooled. The cDNA libraries were prepared using NEBNext Ultra RNA Library Prep Kit for Illumina (New England BioLabs, Frankfurt am Main, Germany) according to the manufactorer´s protocol",28930,,,,,,,,ArrayExpress,,,"Forest Botany and Tree Physiology, University of Geottingen",ERC000011,,,,,,,,,,dcc_arrayexpress,,"Protocols: Per plant: harvest of fine roots (< 2mm diameter) in the field, froozen in liquid nitrogen and transport to the lab on dry ice. Storage at -80°C until RNA extraction environmental samples Total RNA was extracted using the protocol of Chang S, Puryear J, Cairney J (1993, A simple and efficient method for isolating RNA from pine trees. Plant Mol Biol Rep 11:113–116). The RNA of four samples was pooled. The cDNA libraries were prepared using NEBNext Ultra RNA Library Prep Kit for Illumina (New England BioLabs, Frankfurt am Main, Germany) according to the manufactorer´s protocol",,,Schorfheide,,,,,,,,2023-04-21,,,,,,,,,,,,,,,,,2023-04-21,,,,,,,,,,,,,,,E-MTAB-12854:S2_S6,,,,S2_S6,,,HEW12,Fagus sylvatica,ERS14902330,,,,,,public,,PRJEB61297,,,ERA21824932,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA112896195,"Protocols: Per plant: harvest of fine roots (< 2mm diameter) in the field, froozen in liquid nitrogen and transport to the lab on dry ice. Storage at -80°C until RNA extraction environmental samples Total RNA was extracted using the protocol of Chang S, Puryear J, Cairney J (1993, A simple and efficient method for isolating RNA from pine trees. Plant Mol Biol Rep 11:113–116). The RNA of four samples was pooled. The cDNA libraries were prepared using NEBNext Ultra RNA Library Prep Kit for Illumina (New England BioLabs, Frankfurt am Main, Germany) according to the manufactorer´s protocol",28930,,,,,,,,ArrayExpress,,,"Forest Botany and Tree Physiology, University of Geottingen",ERC000011,,,,,,,,,,dcc_arrayexpress,,"Protocols: Per plant: harvest of fine roots (< 2mm diameter) in the field, froozen in liquid nitrogen and transport to the lab on dry ice. Storage at -80°C until RNA extraction environmental samples Total RNA was extracted using the protocol of Chang S, Puryear J, Cairney J (1993, A simple and efficient method for isolating RNA from pine trees. Plant Mol Biol Rep 11:113–116). The RNA of four samples was pooled. The cDNA libraries were prepared using NEBNext Ultra RNA Library Prep Kit for Illumina (New England BioLabs, Frankfurt am Main, Germany) according to the manufactorer´s protocol",,,Schorfheide,,,,,,,,2023-04-21,,,,,,,,,,,,,,,,,2023-04-21,,,,,,,,,,,,,,,E-MTAB-12854:S6_S10,,,,S6_S10,,,SEW35,Fagus sylvatica,ERS14902334,,,,,,public,,PRJEB61297,,,ERA21824932,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA112896197,"Protocols: Per plant: harvest of fine roots (< 2mm diameter) in the field, froozen in liquid nitrogen and transport to the lab on dry ice. Storage at -80°C until RNA extraction environmental samples Total RNA was extracted using the protocol of Chang S, Puryear J, Cairney J (1993, A simple and efficient method for isolating RNA from pine trees. Plant Mol Biol Rep 11:113–116). The RNA of four samples was pooled. The cDNA libraries were prepared using NEBNext Ultra RNA Library Prep Kit for Illumina (New England BioLabs, Frankfurt am Main, Germany) according to the manufactorer´s protocol",28930,,,,,,,,ArrayExpress,,,"Forest Botany and Tree Physiology, University of Geottingen",ERC000011,,,,,,,,,,dcc_arrayexpress,,"Protocols: Per plant: harvest of fine roots (< 2mm diameter) in the field, froozen in liquid nitrogen and transport to the lab on dry ice. Storage at -80°C until RNA extraction environmental samples Total RNA was extracted using the protocol of Chang S, Puryear J, Cairney J (1993, A simple and efficient method for isolating RNA from pine trees. Plant Mol Biol Rep 11:113–116). The RNA of four samples was pooled. The cDNA libraries were prepared using NEBNext Ultra RNA Library Prep Kit for Illumina (New England BioLabs, Frankfurt am Main, Germany) according to the manufactorer´s protocol",,,Schorfheide,,,,,,,,2023-04-21,,,,,,,,,,,,,,,,,2023-04-21,,,,,,,,,,,,,,,E-MTAB-12854:S8_S12,,,,S8_S12,,,SEW38,Fagus sylvatica,ERS14902336,,,,,,public,,PRJEB61297,,,ERA21824932,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
